Text,Emotion
 Not always . Sometimes we don't understand her . Then she has to repeat what she said . ,neutral
"When my wife died in hospital, she was pregnant and had undergone an operation.",sadness
"His smile was patient , peeved , and very sad . ",anger
actually leaving my hair curly for once ,surprise
"I was at the corner shop, which I patronise regularly I had only a $ 50 note and I purchased about $ 3 worth of goods that I really needed - the keeper made sarcastic remarks to others about people using him to cash notes.",anger
"choose , choose #Joy, choose #Joy",joy
@JustDaveXxx I heard the hell out of that!.. I get to go hang out with a mixture of drunken Red-necks and drunker Italians all day.. ,joy
 I ’ d like to know why you ’ re always taking credit for work we ’ Ve done together like that line in the new Ice Cream ad ? ,anger
"@pammywilly hee hee hee, I love that woman and you. It amazes me how she can call my name as if I'm still 10 yrs old and in trouble ",fear
Stock investors were not miffed by the frantic currency markets .,anger
 Wow ! ,neutral
" Me too . To keep up with the changing world , one must be involved in lifelong learning and be ready to accept new things . ",neutral
"9 décembre 2011, l &quot;Europe à 2 vitesses&quot; est définitivement en marche. #oupas",sadness
When I was an evening school teacher it was my job to make the coffee but I was not able to get the coffee ready on time and I thus arrived half an hour late to the class.  On top of this the coffee was undrinkable.,shame
 Yes ? ,neutral
my new beast pc was almost up and running... then the amp fucked itself.  ,anger
Edward concealed his dismay . ,fear
When my grandfather died.,sadness
"When I lied to my girlfriend, telling her that I had passed an exam, when I actually did not even take it.",shame
Depressing news. My work buddy got a new job. Who will I get to torment now? ,sadness
Girl I was fond of did not initiate conversation as I expected in tutorial.,sadness
"When I broke off with my boyfriend after three years.  It was quite unexpected for him and there was no particular reason for the break up, such as someone else.",guilt
"Will Reseda riot after @NickJacksonYB and I win, tomorrow?  ",fear
I met again a very good friend whom I had not seen for a long time.,joy
"Sonia and Helen flung themselves into my arms , to Joe 's great astonishment . ",surprise
 So what ? ,neutral
"@Ryanissobomb @campen3 on the bright side, the hall now looks amazing. 2 days of improper religion.. ",sadness
"A small , happy man with a white beard , he always wore the traditional grocers ' apron . ",joy
 because @HEELGordon threatened to burst into the bathroom and take pics of me having a shit!!!  #Lol,fear
 Thank you . ,neutral
"Bout to get this test over with, then finish my paper ",joy
When a close friend failed to live up to the expectations I had of him - thereby causing pain to his spouse. I believe that my anger was probably a reaction of fear that I wouldn't be able to live up to my own expectations.,anger
@The_DT_Show wait since Sancha will be there... We can't share nachos... And I was really looking forward to that... ,sadness
Fear of thief.,fear
"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
 breeds and #excitement. Excitement pushes us forward and fear holds us back.  All good in the right proportion. #innovate,fear
"When, as a child, I was nearly knocked down by a car.",fear
"ooooh early shifts... ooh my dear early shifts, why don't you all go to f**k off! #FML",sadness
I'd just got the top mark in an exam.,joy
 I ’ Ve got 30 cousins on my mom ’ s side and 10 cousins on my dad ’ s side . ,neutral
losing a sock then finding it in your trouser leg! ,joy
My sister once stole my mother's money and made her very angry.  After this my mother would beat her up for unreasonable reasons.  One day my sister lent her book to a friend without telling my mother about it.  When my mother learnt this she beat her up and even threatened her with a pair of scissors.  ,anger
"The sources said he is infuriated with her after a row that erupted last week , and is likely to distance himself from her . ",anger
"Mention of the press 's glee at the humiliation of the investigators behind this summer 's high-profile surveillance project Operation Blackbird , who were fooled by an obvious hoax , brings out Tarr 's own nascent conspiracy theory . ",joy
"The ambassador dithered so Benjamin stormed out , grasped a frightened servant and made him take us to where Clinton was sitting with the Lady Francesca in a small bower built against the chateau wall . ",fear
I am a firm believer in great things happening when you least expect it. ,surprise
"The day the results of the university entrance exam was published, I found my canditate number and I was very excited.",joy
He says that he was so mad that he got a knife to scare them . ,anger
After Thanksgiving's feast I'm definetly not gonna be ready for Fridays morning practice. ,joy
I don't remember about a situation when I have experienced this feeling. Maybe it was when I saw a drunkard in the street.,disgust
" Oh , no . ",neutral
ohhhh stress! guys can be such a waste of time ,anger
At my grandfather's death.,sadness
thanks for the hack emma... but I don't have mono everyone! #cleanbillofhealth,surprise
" Well , I'm afraid there is . I have some bad news for you about the results of the forensic tests ... there won't be any results . ",sadness
Mike Breaux finished Phillipians strong @SouthlandCC. Now to live with some rebellious joy and contentment. #Gratitude,joy
Saw a dirty street.,disgust
 This is it ? ,neutral
Definitely thought beiber's  faggot ass would of won ,surprise
"His heartbroken mum , Colette , said : ` Paul is so upset . ",sadness
My gma emails out an xmas &quot;itinerary&quot; to the fam and included is the phrase &quot;sarah wakes up (!)&quot; #iagreeitdoesnthappenoftenenough,surprise
"Yesterday the heartbroken teenager , who was on the verge of trials with the Royal Ballet , said : ` In just one second , my life has been wrecked . ",sadness
"@Sarcastic_Viper Doing something for you. It will take a while, I'm leaving in a few, but expect it this weekend. ",surprise
"Clive also attended , visibly gleeful that he had spared the school any undesirable publicity by unloading me in the nick of time . ",joy
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
"When I was able to buy my new car, after lots of problems.",joy
Truth Is: I find in sharing The Gospel!,joy
"One year, when I went to a camp, I was chased by a dog.  I tried hard and finally managed to escape from it.  My torch suddenly went off and we talked about ghost stories and I thought that there were ghosts.",fear
"i love the airport early in the morning, ",joy
"In a minute Sir Wilfrid returned , looking very excited . ",joy
It showed some women in a northern English town at the turn of the century ; they were standing under an advertisement for Mazawattee tea and seemed depressed . ,sadness
When my grandmother died; I had a stronger relation to her than to my mother.,sadness
watching yesterday night's episode of @SNL and flipped out when @JonHuntsman came on the weekend update with @sethmeyers21. ,surprise
Lekker naar huis. Dadelijk nog even verder knutselen en dan is de klaar! (en het #gedicht is al klaar),surprise
@TheBodyShopUK A nice hot bath brings me . It is the simples things that are the best!,joy
When boyfriend could not stand up to his mother or for himself.,sadness
Power outage at work ... win,surprise
The thought of waking up to go to work tomorrow makes me feel SICK ,joy
Hauser was amused at the suggestion . ,joy
"Happy, sad, mad or indifferent LET THE GOOD TIMES ROLL!!! ",joy
